AmphoraIdentifier,AmphoraIdentifier,AmphoricTypeTitle,AreaTitle,FindingPlaceTitle,FindingPlaceLatitude,FindingPlaceLongitude,FullTranscription,SimplifiedTranscription,,ProductionPlaceTitle
15681,15681,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,[IIAVRH]ERACLA^E'/[PATETF]ILFBAR|,IIAVRHERACLAEPATETFILFBAR,,
15682,15682,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|L'AVIVA|,LAVIVA,,
15691,15691,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|BARM^A'S'I|,BARMASI,,
15695,15695,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|B'ELSI''L''|,BELSIL,,
15763,15763,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,+PCI'|,...PCI,,
15799,15799,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|Q·C''R''·P'·|,QCRP,,
15811,15811,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,MMC'S'A'E'|,MMCSAE,,
15813,15813,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|M'M'CSAR''|,MMCSAR,,
15824,15824,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,+M^M'CSR|,MMCSR,,
15826,15826,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,+MCS+,MCS...,,El Tejarillo
15842,15842,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|CA^L^PV^RN^I'B'|,CALPVRNIB,,La Ramblilla
15849,15849,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,IIC^AM'+/M^EL'+,IICAMMEL,,
15856,15856,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|GEM'[ELLI]+,GEMELLI,,Cerro de los Pesebres
15883,15883,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|FCVC'V''|,FCVCV,,Barranco del Picacho
15946,15946,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|QFA^LBE[L] & |QFA^LBE^T''[N],QFALBEL… & QFALBETN,,
15974,15974,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|L·FC·SENT^I[?]|,LFCSENTI,,
15989,15989,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,S·F·E|,SFE,,
16016,16016,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|L·F·O|,LFO,,Sevilla
16027,16027,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|POR'F'S'|,PORLFS,,La Catria
16047,16047,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|P^HILEROF|,PHILEROF,,
16071,16071,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|HISP·SA^EN^I((corona))'',HISPSAENI,,huerta del río
16081,16081,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,M·I·A'|,MIA,,
16082,16082,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|M·I·AR^V|,MIARV,,
16087,16087,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|QIAFS+,QIAFS...,,Malpica
16140,16140,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|MI'M'|,MIM,,La Catria
16140,16140,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|MI'M'|,MIM,,Peñaflor
16141,16141,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|MIM|,MIM,,La Catria
16141,16141,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|MIM|,MIM,,Peñaflor
16168,16168,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|QIM'N'HM'|,QIMNHM,,
16223,16223,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,[P]I^V^L^ICR^IS[P]I|,PIVLICRISPI,,El Marchante
16280,16280,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,+IM'|/+I·P|,...IM...IP,,
16281,16281,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|LIV+/|E'I'+,LIV...EI...,,
16294,16294,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|I'I'I'VN^I·ME+/|E+,IIIVNIME...E...,,Itálica
16413,16413,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|CM^AQO''F|,CMAQOF,,
16428,16428,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|M^AVRI|,MAVRI,,La Corregidora
16452,16452,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|ANAR'|,ANAR,,
16455,16455,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|Q''ND·FA'B'',QNDFAB,,
16478,16478,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,P'NN',PNN,,Alcolea del Río
16478,16478,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,P'NN',PNN,,Arva
16478,16478,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,P'NN',PNN,,El Tejarillo
16478,16478,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,P'NN',PNN,,Tostoneras
16517,16517,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|PN'S|,PNS,,Arva
16548,16548,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,DOMS,DOMS,,Alcolea del Río
16567,16567,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|P^ORO{PHI}|,POROCODV (BROCODV),,La Catria
16590,16590,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|CPCAM'O,CPCAMO,,
16638,16638,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|L·Q·A|,LQA,,
16641,16641,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|MQFF|,MQFF,,Malpica Sur
16648,16648,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,P·QF'F'*,PQFF,,
16651,16651,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,"LQS, sine imagine",LQS,,Alcolea del Río
16692,16692,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|L''RPHcON*,LRPHCON,,
16702,16702,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,"ROMANI, sine imagine",ROMANI,,
16707,16707,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|ROM^AN^I((palma))|,ROMANI (ROMNI),,
16720,16720,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|R^V^F'A^TI·TA^E|,RVFINIATITTAE & RVFINIATITAE,,La Mallena
16806,16806,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|·LSEP*,LSSEP,,
16836,16836,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|SA^T^V^RNINI|,SATVRNINI,,
16837,16837,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|SA^T^V^RNINI|,SATVRNINI,,
16859,16859,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,SAXOFERREO|,SAXOFERREO,,Arva
16859,16859,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,SAXOFERREO|,SAXOFERREO,,Huerta de Belén
16860,16860,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,SAXOFERR'[O],SAXOFERREO,,Arva
16860,16860,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,SAXOFERR'[O],SAXOFERREO,,Huerta de Belén
16862,16862,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,S'AXOFERO|,SAXOFERREO,,Arva
16862,16862,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,S'AXOFERO|,SAXOFERREO,,Huerta de Belén
16908,16908,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|FSCIMN^IA|,FSCIMNIA & FSCIMNIANO,,Las Delicias
16919,16919,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|FS'[CIM]/|N[IOANO],FSCIMNIANO,,Las Delicias
16923,16923,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|F((hedera))SCIM/NIANO|,FSCIMNIANO,,Las Delicias
16940,16940,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,L''S^ELS^ENCI|,LSELSENCI,,La Rambla y El Acebuchal
16950,16950,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|C·SEMPOL,CSEMPOL,,
17060,17060,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|L·V^A^LV^I^T|,LVALVIT,,
17092,17092,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|V'RCIN|,VIRGIN (VIRCIN),,Villar de Brenes
17119,17119,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|C(--)R|,C...R,,
17141,17141,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,"M(--)S, sine imagine",M...S,,
17153,17153,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|Q·+,Q...,,
17180,17180,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,+ASP((hedera))|,...ASP,,
17218,17218,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,+SA·T|,...SAT,,
16388,16388,Dressel 20,Cockermouth,Papcastle,54.666667,-3.35,|QMR|,QMR,,
15433,15433,Dressel 20,Colchester,Colchester,51.883333,0.9,|SALS|,SALS,,Arva
15439,15439,Dressel 20,Colchester,Colchester,51.883333,0.9,|L·A·M|,LAM,,
15441,15441,Dressel 20,Colchester,Colchester,51.883333,0.9,|SAMI'S|,SAMIS,,
15442,15442,Dressel 20,Colchester,Colchester,51.883333,0.9,[SA]MIS|,SAMIS,,
15452,15452,Dressel 20,Colchester,Colchester,51.883333,0.9,|L'·A·R|,LAR?,,
15459,15459,Dressel 20,Colchester,Colchester,51.883333,0.9,PORLAR|,PORLAR,,La Catria
15472,15472,Dressel 20,Colchester,Colchester,51.883333,0.9,|MAR|,MAR,,Itálica
15489,15489,Dressel 20,Colchester,Colchester,51.883333,0.9,|ACIRGI|,ACIRGI (ACIRCI),,Itálica
15512,15512,Dressel 20,Colchester,Colchester,51.883333,0.9,|ACIR''G+,ACIRG (ACIRC),,La Catria
15516,15516,Dressel 20,Colchester,Colchester,51.883333,0.9,M^A^EA^L^EX|,MAEALEX,,
15530,15530,Dressel 20,Colchester,Colchester,51.883333,0.9,"MAEMRVS, sine imagine",MAEMRVS,,Arva
15536,15536,Dressel 20,Colchester,Colchester,51.883333,0.9,|L·AEMI{LI}|/|RV~S~T[--]|,LAEMILIRVST,,
15537,15537,Dressel 20,Colchester,Colchester,51.883333,0.9,"AFGRISSVS, sine imagine",AFGRISSVS,,
15548,15548,Dressel 20,Colchester,Colchester,51.883333,0.9,|AGRIC~OLA[E],AGRICOLAE,,Casa de Mingaobez
15561,15561,Dressel 20,Colchester,Colchester,51.883333,0.9,|L·A^NN^ISEC|,LANNISEC,,
15564,15564,Dressel 20,Colchester,Colchester,51.883333,0.9,|ANT^H^I|,ANTHI,,
15567,15567,Dressel 20,Colchester,Colchester,51.883333,0.9,"CANTONIQVIETI, sine imagine",CANTONIQVIETI,,Alcolea del Río
15569,15569,Dressel 20,Colchester,Colchester,51.883333,0.9,|G·AN^TON^IQVI^ET^I|,CANTONIQVIETI (GANTONIQVIETI),,Alcolea del Río
15584,15584,Dressel 20,Colchester,Colchester,51.883333,0.9,|GA^N^TQ'V'[I^]E'T'[^I],GANTQVIETI,,
15597,15597,Dressel 20,Colchester,Colchester,51.883333,0.9,|C·A^N^T·QVIT|,CANTQVIT,,
15630,15630,Dressel 20,Colchester,Colchester,51.883333,0.9,C·A^P·[F]|,CAPF,,Castillo de Azanaque
15636,15636,Dressel 20,Colchester,Colchester,51.883333,0.9,|P·A^RVA|,PARVA,,La Catria
15645,15645,Dressel 20,Colchester,Colchester,51.883333,0.9,|TATIL'·ASIA^TICI'|,TATILIASIATICI,,Adelfa
15645,15645,Dressel 20,Colchester,Colchester,51.883333,0.9,|TATIL'·ASIA^TICI'|,TATILIASIATICI,,Guadajoz
15645,15645,Dressel 20,Colchester,Colchester,51.883333,0.9,|TATIL'·ASIA^TICI'|,TATILIASIATICI,,Juan Barba
15651,15651,Dressel 20,Colchester,Colchester,51.883333,0.9,|TAAT^I'A^T^I'C^I|,TAATIATICI,,
15678,15678,Dressel 20,Colchester,Colchester,51.883333,0.9,"[IIAVR]HERACLA^E/[PATET]F[IL]BAR, sine imagine",IIAVRHERACLAEPATETFILFBAR,,
15706,15706,Dressel 20,Colchester,Colchester,51.883333,0.9,|LCA^N^T|,LCANT,,
15713,15713,Dressel 20,Colchester,Colchester,51.883333,0.9,"MCC, sine imagine",MCC,,Cerro de los Pesebres
15713,15713,Dressel 20,Colchester,Colchester,51.883333,0.9,"MCC, sine imagine",MCC,,Madueño
15731,15731,Dressel 20,Colchester,Colchester,51.883333,0.9,|Q·C(-)C·|,QCC,,Las Sesenta
15746,15746,Dressel 20,Colchester,Colchester,51.883333,0.9,|L·C·F·PC·|,LCFPC,,
15760,15760,Dressel 20,Colchester,Colchester,51.883333,0.9,P'C'H'O',PCHO?,,La Graja
15780,15780,Dressel 20,Colchester,Colchester,51.883333,0.9,Q'·CR'|,QCR,,Sevilla
15793,15793,Dressel 20,Colchester,Colchester,51.883333,0.9,|QCR|,QCR,,Sevilla
15848,15848,Dressel 20,Colchester,Colchester,51.883333,0.9,|IIC'A~MILI|/|MELISSI|,IICAMILIMELISSI,,Arva
15848,15848,Dressel 20,Colchester,Colchester,51.883333,0.9,|IIC'A~MILI|/|MELISSI|,IICAMILIMELISSI,,Las Delicias
15857,15857,Dressel 20,Colchester,Colchester,51.883333,0.9,|C·I'VNCT^IN| & |C·I'VNCI^T^IN|,CIVNCTIN? & CIVNCITIN?,,
15862,15862,Dressel 20,Colchester,Colchester,51.883333,0.9,MCLSP|,MCLSP,,
15863,15863,Dressel 20,Colchester,Colchester,51.883333,0.9,|S·C·L·C|,SCLC,,Doña Mencía
15884,15884,Dressel 20,Colchester,Colchester,51.883333,0.9,"GRVM, sine imagine",GRVM,,
15885,15885,Dressel 20,Colchester,Colchester,51.883333,0.9,"PORD, sine imagine",PORD,,
15888,15888,Dressel 20,Colchester,Colchester,51.883333,0.9,|CEC|,CEC,,
15908,15908,Dressel 20,Colchester,Colchester,51.883333,0.9,FIGE{DO<<}/[P]P'AE'F',FIGEDOPPAEF,,
15909,15909,Dressel 20,Colchester,Colchester,51.883333,0.9,FIGE'DOP'P'/[A^EFV]SCIA^N[I],FIGEDOPPAEFVSCIANI,,La Corregidora
15947,15947,Dressel 20,Colchester,Colchester,51.883333,0.9,|Q·FA^L^B''| & |Q·FA^P''|,QFALB & QFAP,,
15953,15953,Dressel 20,Colchester,Colchester,51.883333,0.9,|C·F·AV·|,CFAV,,
15970,15970,Dressel 20,Colchester,Colchester,51.883333,0.9,"LFCL, sine imagine",LFCL,,
16013,16013,Dressel 20,Colchester,Colchester,51.883333,0.9,|DFN|,DFN,,Arva
16013,16013,Dressel 20,Colchester,Colchester,51.883333,0.9,|DFN|,DFN,,El Tejarillo
16020,16020,Dressel 20,Colchester,Colchester,51.883333,0.9,|L·F·S|,LFS,,Berro II
16022,16022,Dressel 20,Colchester,Colchester,51.883333,0.9,|POR'F'S'|,PORFS,,Lora la Vieja
16023,16023,Dressel 20,Colchester,Colchester,51.883333,0.9,|POR·L·F·S|,PORLFS,,La Catria
16025,16025,Dressel 20,Colchester,Colchester,51.883333,0.9,|PORLFS|,PORLFS,,La Catria
16026,16026,Dressel 20,Colchester,Colchester,51.883333,0.9,|POR'L'·F·S<|,PORLFS,,La Catria
16028,16028,Dressel 20,Colchester,Colchester,51.883333,0.9,|POR·L·F·S|,PORLFS,,La Catria
16033,16033,Dressel 20,Colchester,Colchester,51.883333,0.9,|CF'VA+,CFVA...,,
16037,16037,Dressel 20,Colchester,Colchester,51.883333,0.9,|FEL'I'CIS|,FELICIS,,Las Delicias
16044,16044,Dressel 20,Colchester,Colchester,51.883333,0.9,|QFRM^E|,QFRME,,La María
16045,16045,Dressel 20,Colchester,Colchester,51.883333,0.9,"FFVTI, sine imagine",FFVTI,,
16051,16051,Dressel 20,Colchester,Colchester,51.883333,0.9,|P^H^I^LO|,PHILO,,
16052,16052,Dressel 20,Colchester,Colchester,51.883333,0.9,P^H^I^LO|,...PHILO,,
16057,16057,Dressel 20,Colchester,Colchester,51.883333,0.9,MHAS,MHAS,,Arva
16088,16088,Dressel 20,Colchester,Colchester,51.883333,0.9,|QIAFS|,QIAFS,,Malpica
16103,16103,Dressel 20,Colchester,Colchester,51.883333,0.9,+A^LB|,...ALB,,
16111,16111,Dressel 20,Colchester,Colchester,51.883333,0.9,"CIALB, sine imagine",CIALB (GIALB),,Malpica
16128,16128,Dressel 20,Colchester,Colchester,51.883333,0.9,|MIM|,MIM,,La Catria
16128,16128,Dressel 20,Colchester,Colchester,51.883333,0.9,|MIM|,MIM,,Peñaflor
16131,16131,Dressel 20,Colchester,Colchester,51.883333,0.9,|M·I·M|,MIM,,La Catria
16131,16131,Dressel 20,Colchester,Colchester,51.883333,0.9,|M·I·M|,MIM,,Peñaflor
16136,16136,Dressel 20,Colchester,Colchester,51.883333,0.9,|MIM|,MIM,,La Catria
16136,16136,Dressel 20,Colchester,Colchester,51.883333,0.9,|MIM|,MIM,,Peñaflor
16137,16137,Dressel 20,Colchester,Colchester,51.883333,0.9,|MIM+,MIM...,,La Catria
16137,16137,Dressel 20,Colchester,Colchester,51.883333,0.9,|MIM+,MIM...,,Peñaflor
16164,16164,Dressel 20,Colchester,Colchester,51.883333,0.9,|Q'IM!F!|,QIMF,,El Judío
16175,16175,Dressel 20,Colchester,Colchester,51.883333,0.9,|C·IR'|,CIR,,
16186,16186,Dressel 20,Colchester,Colchester,51.883333,0.9,|Ais|,AIS,,Sevilla
16190,16190,Dressel 20,Colchester,Colchester,51.883333,0.9,|SIS^EN,SISEN,,La Catria
16191,16191,Dressel 20,Colchester,Colchester,51.883333,0.9,|SIS[^E]N,SISEN,,La Catria
16192,16192,Dressel 20,Colchester,Colchester,51.883333,0.9,|SI+,SI...,,
16240,16240,Dressel 20,Colchester,Colchester,51.883333,0.9,LIVN'IM'/[E]LIS·SI,LIVNIMELISSI,,Arva
16249,16249,Dressel 20,Colchester,Colchester,51.883333,0.9,"IIIVNIMELISSETMELISSE, sine imagine",IIIVNIMELISSETMELISSE,,Itálica
16283,16283,Dressel 20,Colchester,Colchester,51.883333,0.9,+I^V^NI·M|/+ISSI·P'|,...IVNIM...ISSIP,,
16284,16284,Dressel 20,Colchester,Colchester,51.883333,0.9,|L·IVNI·M/|ELISSI+,LIVNIMELISSI,,Las Delicias
16292,16292,Dressel 20,Colchester,Colchester,51.883333,0.9,+ISSI|/+SE((hedera))|,...ISSI...SE,,
16300,16300,Dressel 20,Colchester,Colchester,51.883333,0.9,|IIIVN^I+/|ETM+,IIIVNI...ETM...,,Itálica
16329,16329,Dressel 20,Colchester,Colchester,51.883333,0.9,|GLPVD^E|,CLPVDE (GLPVDE),,
16337,16337,Dressel 20,Colchester,Colchester,51.883333,0.9,|S·LT·SAXFERR|,SLTSAXFERR,,
16338,16338,Dressel 20,Colchester,Colchester,51.883333,0.9,|S·L·T·SAXFER'R'+,SLTSAXFERR...,,
16349,16349,Dressel 20,Colchester,Colchester,51.883333,0.9,|Q·M·C~AL|,QMCAL,,
16431,16431,Dressel 20,Colchester,Colchester,51.883333,0.9,|IIIM'INICIOR((palma))|,IIIMINICIOR,,
16434,16434,Dressel 20,Colchester,Colchester,51.883333,0.9,|IIIMI*/ICIOR|,IIIMIICIOR,,Arva
16475,16475,Dressel 20,Colchester,Colchester,51.883333,0.9,"PNN, sine imagine",PNN,,Alcolea del Río
16475,16475,Dressel 20,Colchester,Colchester,51.883333,0.9,"PNN, sine imagine",PNN,,Arva
16475,16475,Dressel 20,Colchester,Colchester,51.883333,0.9,"PNN, sine imagine",PNN,,El Tejarillo
16475,16475,Dressel 20,Colchester,Colchester,51.883333,0.9,"PNN, sine imagine",PNN,,Tostoneras
16477,16477,Dressel 20,Colchester,Colchester,51.883333,0.9,|PNN,PNN,,Alcolea del Río
16477,16477,Dressel 20,Colchester,Colchester,51.883333,0.9,|PNN,PNN,,Arva
16477,16477,Dressel 20,Colchester,Colchester,51.883333,0.9,|PNN,PNN,,El Tejarillo
16477,16477,Dressel 20,Colchester,Colchester,51.883333,0.9,|PNN,PNN,,Tostoneras
16481,16481,Dressel 20,Colchester,Colchester,51.883333,0.9,[P·N+,PN...,,
16482,16482,Dressel 20,Colchester,Colchester,51.883333,0.9,[P]NN((palma))|,PNN,,Alcolea del Río
16482,16482,Dressel 20,Colchester,Colchester,51.883333,0.9,[P]NN((palma))|,PNN,,Arva
16482,16482,Dressel 20,Colchester,Colchester,51.883333,0.9,[P]NN((palma))|,PNN,,El Tejarillo
16482,16482,Dressel 20,Colchester,Colchester,51.883333,0.9,[P]NN((palma))|,PNN,,Tostoneras
16485,16485,Dressel 20,Colchester,Colchester,51.883333,0.9,|A'VPNN'[-?]|,AVPNN?,,
16492,16492,Dressel 20,Colchester,Colchester,51.883333,0.9,[P]NN|,PNN,,Alcolea del Río
16492,16492,Dressel 20,Colchester,Colchester,51.883333,0.9,[P]NN|,PNN,,Arva
16492,16492,Dressel 20,Colchester,Colchester,51.883333,0.9,[P]NN|,PNN,,El Tejarillo
16492,16492,Dressel 20,Colchester,Colchester,51.883333,0.9,[P]NN|,PNN,,Tostoneras
16493,16493,Dressel 20,Colchester,Colchester,51.883333,0.9,|PNN'|,PNN,,Alcolea del Río
16493,16493,Dressel 20,Colchester,Colchester,51.883333,0.9,|PNN'|,PNN,,Arva
16493,16493,Dressel 20,Colchester,Colchester,51.883333,0.9,|PNN'|,PNN,,El Tejarillo
16493,16493,Dressel 20,Colchester,Colchester,51.883333,0.9,|PNN'|,PNN,,Tostoneras
16494,16494,Dressel 20,Colchester,Colchester,51.883333,0.9,|PN[N],PNN...,,Alcolea del Río
16494,16494,Dressel 20,Colchester,Colchester,51.883333,0.9,|PN[N],PNN...,,Arva
16494,16494,Dressel 20,Colchester,Colchester,51.883333,0.9,|PN[N],PNN...,,El Tejarillo
16494,16494,Dressel 20,Colchester,Colchester,51.883333,0.9,|PN[N],PNN...,,Tostoneras
16519,16519,Dressel 20,Colchester,Colchester,51.883333,0.9,"PNZI, sine imagine",PNZI,,
16556,16556,Dressel 20,Colchester,Colchester,51.883333,0.9,|D'OMS|,DOMS,,Alcolea del Río
16575,16575,Dressel 20,Colchester,Colchester,51.883333,0.9,"POROCODV, sine imagine",POROCODV,,La Catria
16587,16587,Dressel 20,Colchester,Colchester,51.883333,0.9,|CP+,CP...,,
16588,16588,Dressel 20,Colchester,Colchester,51.883333,0.9,|L·PAE'*|CPC((palma))|,CPC,,
16603,16603,Dressel 20,Colchester,Colchester,51.883333,0.9,|LP·M·S|,LPMS,,Haza del Olivo
16622,16622,Dressel 20,Colchester,Colchester,51.883333,0.9,"PATERNI, sine imagine",PATERNI,,
16623,16623,Dressel 20,Colchester,Colchester,51.883333,0.9,|FPATERNI'|,FPATERNI,,Guadajoz
16626,16626,Dressel 20,Colchester,Colchester,51.883333,0.9,|PONTIC|,PONTIC,,
16630,16630,Dressel 20,Colchester,Colchester,51.883333,0.9,"POP, sine imagine",POP,,
16632,16632,Dressel 20,Colchester,Colchester,51.883333,0.9,|POR|,POR,,
16657,16657,Dressel 20,Colchester,Colchester,51.883333,0.9,|L·Q'·S'|,LQS,,Alcolea del Río
16658,16658,Dressel 20,Colchester,Colchester,51.883333,0.9,|L·Q·S|,LQS,,Alcolea del Río
16659,16659,Dressel 20,Colchester,Colchester,51.883333,0.9,|L·Q·S|,LQS,,Alcolea del Río
16675,16675,Dressel 20,Colchester,Colchester,51.883333,0.9,|·lQs|,LQS,,Alcolea del Río
16676,16676,Dressel 20,Colchester,Colchester,51.883333,0.9,+Q·S|,...QS,,
16677,16677,Dressel 20,Colchester,Colchester,51.883333,0.9,|PQSF''|,PQSF,,
16679,16679,Dressel 20,Colchester,Colchester,51.883333,0.9,|QVINT'I|,QVINTI,,
16710,16710,Dressel 20,Colchester,Colchester,51.883333,0.9,|ROM+,ROM...,,
16729,16729,Dressel 20,Colchester,Colchester,51.883333,0.9,|PORPSA'',PORPSA,,La Catria
16731,16731,Dressel 20,Colchester,Colchester,51.883333,0.9,"QS, sine imagine",QS,,
16732,16732,Dressel 20,Colchester,Colchester,51.883333,0.9,"QS, sine imagine",QS,,
16737,16737,Dressel 20,Colchester,Colchester,51.883333,0.9,|P[·]S·V[^I^T^I],PSAVITI,,Las Delicias
16743,16743,Dressel 20,Colchester,Colchester,51.883333,0.9,|PSA^V,PSAV,,
16748,16748,Dressel 20,Colchester,Colchester,51.883333,0.9,|P·S·+,PS...,,
16750,16750,Dressel 20,Colchester,Colchester,51.883333,0.9,|P·S·A^V^I,PSAVI,,
16751,16751,Dressel 20,Colchester,Colchester,51.883333,0.9,|ISCA^LLIF|,ISCALLIF,,Villar de Brenes
16752,16752,Dressel 20,Colchester,Colchester,51.883333,0.9,"Q·S·D, sine imagine",QSD,,
16782,16782,Dressel 20,Colchester,Colchester,51.883333,0.9,+·PYR''|,...PYR,,
16786,16786,Dressel 20,Colchester,Colchester,51.883333,0.9,"QSP, sine imagine",QSP,,
16791,16791,Dressel 20,Colchester,Colchester,51.883333,0.9,|Q·S·+,QS...,,
16792,16792,Dressel 20,Colchester,Colchester,51.883333,0.9,|Q·S·+,QS...,,
16813,16813,Dressel 20,Colchester,Colchester,51.883333,0.9,E'V'SAN^IANES|,EVSAENIANES,,
16817,16817,Dressel 20,Colchester,Colchester,51.883333,0.9,"SAENIANES, sine imagine",SAENIANES,,
16832,16832,Dressel 20,Colchester,Colchester,51.883333,0.9,"SATVRNINI, sine imagine",SATVRNINI,,
16833,16833,Dressel 20,Colchester,Colchester,51.883333,0.9,"SATVRNINI, sine imagine",SATVRNINI,,
16842,16842,Dressel 20,Colchester,Colchester,51.883333,0.9,|SA^T^V^RNINI|,SATVRNINI,,
16843,16843,Dressel 20,Colchester,Colchester,51.883333,0.9,|SA^T^V^RNINI|,SATVRNINI,,
16844,16844,Dressel 20,Colchester,Colchester,51.883333,0.9,|SA^T^V^RNINI|,SATVRNINI,,
16846,16846,Dressel 20,Colchester,Colchester,51.883333,0.9,|SA^T^V''^RNI|,SATVRNI,,
16848,16848,Dressel 20,Colchester,Colchester,51.883333,0.9,|SA^T^VN[I],SATVRNI,,
16864,16864,Dressel 20,Colchester,Colchester,51.883333,0.9,|SA^X·FER|,SAXFER,,
16905,16905,Dressel 20,Colchester,Colchester,51.883333,0.9,[F]SCIMN^IA^NI|,FSCIMNIANO,,Las Delicias
16925,16925,Dressel 20,Colchester,Colchester,51.883333,0.9,|F'SC[IM]/|NIA'N'[O],FSCIMNIANO,,Las Delicias
16941,16941,Dressel 20,Colchester,Colchester,51.883333,0.9,|LS^ELS^EN·C,LSELSENC,,La Rambla y El Acebuchal
16945,16945,Dressel 20,Colchester,Colchester,51.883333,0.9,C'SE[M]POLY|,CSEMPOLY,,
16946,16946,Dressel 20,Colchester,Colchester,51.883333,0.9,C·SEM^P·POLY|,CSEMPOLY,,
16951,16951,Dressel 20,Colchester,Colchester,51.883333,0.9,|CSEMPO,CSEMPOL,,
16956,16956,Dressel 20,Colchester,Colchester,51.883333,0.9,[{C·}SEM^PPOL|,CSEMPOL,,
16962,16962,Dressel 20,Colchester,Colchester,51.883333,0.9,|CSEM^PPO,CSEMPO,,
16963,16963,Dressel 20,Colchester,Colchester,51.883333,0.9,|CSEM|,CSEM,,
16964,16964,Dressel 20,Colchester,Colchester,51.883333,0.9,|CSE^M+,CSEM,,
16965,16965,Dressel 20,Colchester,Colchester,51.883333,0.9,|CSEM'[PO],CSEMPO,,
16966,16966,Dressel 20,Colchester,Colchester,51.883333,0.9,|CSEMPO,CSEMPO,,
